example_id,problem,problem_category,answer,answer_type
510,"According to research from Plan International UK, which of the coastal places featured in the ten worst places to be a girl in 2016 across England and Wales have a pier according to the National Piers Society?",Geography,"Blackpool, Hastings",Set Answer
511,"Out of the movies produced by the director of Transformers, when was the actress who played henrietta born?",Media & Entertainment,"July 7, 1972",Single Answer
512,"According to the 2015-2019 American Community Survey (ACS) 5-year estimates, which U.S. states had at least one county classified as a ""persistent poverty county"" and also had a population density below 100 persons per square mile according to the 2020 U.S. Census?",Politics & Government,"Alabama, Alaska, Arizona, Arkansas, Colorado, Idaho, Kansas, Mississippi, Missouri, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Utah, West Virginia",Set Answer
513,"For the quarter ended March 2024, among PepsiCo, Monster Energy, and Keuirg Dr. Pepper, which company executed the most share repurchases in terms of total number of shares?",Finance & Economics,Keurig Dr Pepper Inc.,Single Answer
514,"I’m looking for good universities for next year. From the Guardian University Guide 2024, from the top 50 universities which list an overall teaching satisfaction score of 80 or more, a satisfaction with feedback score of over 65, and an added value score of 6 or more? Give me a comma separated list in order of best 2024 Guardian ranking first. If data for any of these scores is missing exclude the university.",Education,"St Andrews, London School of Economics, Aberdeen, Exeter, Swansea, Ulster, West London, Coventry",Set Answer
515,"The National Oceanic and Atmospheric Administration has an article about Reevaluating the Heights of Colorado Mountain Peaks. That article features a table at the bottom. Note the mountains that were higher than .1 in the uncertainty column. According to those mountains' RMFI pages, create a list of the native lands they all share on their pages.",Geography,"Cheyenne, Núu-agha-tʉvʉ-pʉ̱ (Ute) ",Set Answer
516,"The IUCN Red List 2017-2020 Report features five species as ""New entries to the IUCN Red List."" Of the five species featured, which one is not in Kingdom Plantae, lives in a terrestrial system according to it's IUCN page and is native to a country that, according The World Factbook, was originally uninhabited when discovered by the Portuguese?",Science,Giant Pseudoscorpion (Garypus titanius),Single Answer
517,"Which Hawaii county experienced the biggest drop  in motor vehicle theft per 100,000 residents from 2014 to 2020?",Other,Maui County,Single Answer
518,"Which U.S. states had a percentage of alcohol-impaired-driving traffic fatalities higher than 35% in 2022 according to the NHTSA’s Traffic Safety Facts report, and also had an excessive drinking rate above 20% in 2022 based on data from WorldPopulationReview.com?",Health,"New Hampshire, South Carolina, Ohio, Illinois, Oregon, Rhode Island",Set Answer
519,"I'm writing a paper on war, art, and memory. Specifically, looking at artists who were censored or had their pieces destroyed due to the effects of war and political persecution. I'd like to analyze the work of some current artists who are related to honoring the work of these past artists. There's an award for an artist who lived in what later became part of the Eastern Bloc, who had their work destroyed. I can't remember their name. I know one of their students helped reconstruct some of their pieces and identify other work that had been misattributed to other artists. Also, they were married to a Polish artist who was an amputee and participated in a battle where the Germans thought zombies were attacking them. Could you list the artists who've won the award that honors this past artist? Only list those who've won before 2021.",Arts,"Katarzyna Kobro Award recipients:
Zbigniew Dłubak, Gerhard Jürgen Blum-Kwiatkowski, Andrzej Dłużniewski, Krzysztof M. Bednarski, Teresa Murak, Krzysztof Wodiczko, Jerzy Lewczyński, Zbigniew Rybczyński, Andrzej Lachowicz, Zygmunt Rytka, Natalia LL, Cezary Bodzianowski, Robert Rumas, Jadwiga Sawicka, Karolina Wiktor, Piotr Bosacki, Cecylia Malik, Ewa Ciepielewska, Koji Kamoji.",Set Answer
520,"Richard Watson and Peter Ryan own a consulting company in Melbourne. A paper they co-authored and sponsored the writing of, about Sentiment Analysis, had an abstract published at an International Modelling Congress. Who was the plenary speaker from CSIRO at the 25th Congress?",Technology,Dr Simon Barry,Single Answer
521,"The United States seems to get a lot of attention regarding its CO2 emissions, but I feel like they're not the worst of the bunch. According to Our World In Data, which countries were the top 5 highest emitters of CO2 per capita when the United States had peak emissions per capita? Exclude any countries that had a population of less than 100,000 at the time.",Geography,"Curacao, Qatar, United Arab Emirates, Brunei, Luxembourg",Set Answer
522,"As of Minecraft version 1.21, list all of the music discs available in the game, alongside their composers. Additionally, list the composer's real name (if publicly available), date of birth, and what country they're from in parenthesis after their name attributed in game.",Media & Entertainment,"""13"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""cat"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""blocks"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""chirp"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""far"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""mall"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""mellohi"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""stal"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""strad"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""ward"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""11"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""wait"" by C418 (Daniel Rosenfeld 5-9-1989 Germany), ""Pigstep"" by Lena Raine (Lena Raine 2-29-1984 United States), ""Otherside"" by Lena Raine (Lena Raine 2-29-1984 United States), ""Creator"" by Lena Raine (Lena Raine 2-29-1984 United States), ""Creator (Music Box)"" by Lena Raine (Lena Raine 2-29-1984 United States), ""5"" by Samuel Åberg (Samuel Åberg 5-30-1986 Sweden), ""Relic"" by Aaron Cherof (Aaron Cherof N/A United States), ""Precipice"" by Aaron Cherof (Aaron Cherof N/A United States)",Set Answer
523,List all of the first and second round draft picks in the 2010 NBA draft from only the teams that participated in the men's NCAA Final Four of the same year.,Sports,"Gordon Hayward, Da'Sean Butler, Devin Ebanks",Set Answer
524,"On FishBase, among the fish species found in Canada, India or Ireland with the common name 'trout' in English, which has the lowest trophic level? Use the scientific name for the answer.",Science,Schizothorax richardsonii,Single Answer
525,"Referencing only the CIA World Factbook's 2022 Archive's Country Comparisons, give me a list of countries that appear within the top 50 of each of these metrics: ""Alcohol consumption per capita"", ""Obesity adult prevalence rate"", and ""Tobacco use""",Health,"Andorra, Chile, Czechia, Hungary, Lithuania",Set Answer
