,problem,answer,wikipedia_link_1,wikipedia_link_2,wikipedia_link_3,wikipedia_link_4,wikipedia_link_5,wikipedia_link_6,wikipedia_link_7,wikipedia_link_8,wikipedia_link_9,wikipedia_link_10,wikipedia_link_11+,reasoning_types,wiki_links
400,How many times did the victor of the Immortal Game of 1851 lose a chess match to an American-born opponent?,2,https://en.wikipedia.org/wiki/Immortal_Game,https://en.wikipedia.org/wiki/Adolf_Anderssen,https://en.wikipedia.org/wiki/Paul_Morphy,,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Immortal_Game', 'https://en.wikipedia.org/wiki/Adolf_Anderssen', 'https://en.wikipedia.org/wiki/Paul_Morphy']"
401,"How many years were between the publication of a book considered 'one of the seminal works of fiction of the 20th century', and the Japanese release of the retail version of the game ""Resident Evil: Revelations 2"" for the PS3, of which the author of the 20th century book was a great inspiration for the plot?",100,https://en.wikipedia.org/wiki/Resident_Evil:_Revelations_2#,https://en.wikipedia.org/wiki/Franz_Kafka#Stories,,,,,,,,,,Numerical reasoning | Post processing,"['https://en.wikipedia.org/wiki/Resident_Evil:_Revelations_2#', 'https://en.wikipedia.org/wiki/Franz_Kafka#Stories']"
402,The actress who played Aunt Rose in A Brooklyn State of Mind (1997) also starred in a mafia movie where she sang a popular Sicilian song. How many years later did her version of the song occur after the earliest recording?,45 years,https://en.wikipedia.org/wiki/A_Brooklyn_State_of_Mind#Cast,https://en.wikipedia.org/wiki/Morgana_King#Film_debut,https://en.wikipedia.org/wiki/C%27%C3%A8_la_luna_mezzo_mare#Notable_recordings,https://en.wikipedia.org/wiki/The_Godfather,,,,,,,,Numerical reasoning | Multiple constraints | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/A_Brooklyn_State_of_Mind#Cast', 'https://en.wikipedia.org/wiki/Morgana_King#Film_debut', 'https://en.wikipedia.org/wiki/C%27%C3%A8_la_luna_mezzo_mare#Notable_recordings', 'https://en.wikipedia.org/wiki/The_Godfather']"
403,"Put in chronological order the Major League Baseball seasons in which Barry Bonds, Tony Gwynn, and Benny Kauff hit for a .370 batting average.","1914, 1987, 2002",https://en.wikipedia.org/wiki/Barry_Bonds,https://en.wikipedia.org/wiki/Tony_Gwynn,https://en.wikipedia.org/wiki/Benny_Kauff,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Barry_Bonds', 'https://en.wikipedia.org/wiki/Tony_Gwynn', 'https://en.wikipedia.org/wiki/Benny_Kauff']"
404,What famous film maker once provided editorial assistance for a 90s documentary on Mongolian-Tuvan throat singing before directing a series of superhero movies?,Christopher Nolan,https://en.wikipedia.org/wiki/Tuvan_throat_singing,https://en.wikipedia.org/wiki/Genghis_Blues,https://en.wikipedia.org/wiki/Christopher_Nolan,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Tuvan_throat_singing', 'https://en.wikipedia.org/wiki/Genghis_Blues', 'https://en.wikipedia.org/wiki/Christopher_Nolan']"
405,"How many of the first 8 Harry Potter films based on the original 7 books were released in years when a United States presidential election took place, and what movies were they?","One of the original 8 Harry Potter films based on the original 7 books coincided with a U.S. presidential election, and the film was Harry Potter and the Prisoner of Azkaban.",https://en.wikipedia.org/wiki/Harry_Potter_(film_series),https://en.wikipedia.org/wiki/United_States_presidential_election,,,,,,,,,,Tabular reasoning | Temporal reasoning,"['https://en.wikipedia.org/wiki/Harry_Potter_(film_series)', 'https://en.wikipedia.org/wiki/United_States_presidential_election']"
406,In which year did the 4th Sheriff of Yorkshire to be part of the House of Plantagenet die?,1190,https://en.wikipedia.org/wiki/Sheriff_of_Yorkshire,https://en.wikipedia.org/wiki/Ranulf_de_Glanvill,,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Sheriff_of_Yorkshire', 'https://en.wikipedia.org/wiki/Ranulf_de_Glanvill']"
407,How many more medals did France win in the 2008 Summer Olympics than in the 2004 Summer Olympics?,10,https://en.wikipedia.org/wiki/2004_Summer_Olympics,https://en.wikipedia.org/wiki/2008_Summer_Olympics,,,,,,,,,,Numerical reasoning | Tabular reasoning,"['https://en.wikipedia.org/wiki/2004_Summer_Olympics', 'https://en.wikipedia.org/wiki/2008_Summer_Olympics']"
408,"How many colours are on the flag of the country whose capital is the southernmost by latitude out of all landlocked countries, as of 2024? What are the names of these colours?","4 - blue, white, green, black",https://en.wikipedia.org/wiki/List_of_national_capitals_by_latitude,https://en.wikipedia.org/wiki/Landlocked_country,https://en.wikipedia.org/wiki/Flag_of_Lesotho,,,,,,,,,Numerical reasoning | Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_national_capitals_by_latitude', 'https://en.wikipedia.org/wiki/Landlocked_country', 'https://en.wikipedia.org/wiki/Flag_of_Lesotho']"
409,"This 90s rock musical depiction of La bohème, had this music, lyrics and story written by a talent who passed the day before their Off-Broadway preview performance. Aside from Broadway, what was the name of his Netflix success?","Tick, Tick... Boom!",https://en.wikipedia.org/wiki/La_boh%C3%A8me,https://en.wikipedia.org/wiki/Rent_(musical),https://en.wikipedia.org/wiki/Jonathan_Larson,"https://en.wikipedia.org/wiki/Tick,_Tick..._Boom!",,,,,,,,Multiple constraints | Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/La_boh%C3%A8me', 'https://en.wikipedia.org/wiki/Rent_(musical)', 'https://en.wikipedia.org/wiki/Jonathan_Larson', 'https://en.wikipedia.org/wiki/Tick,_Tick..._Boom!']"
410,"What German-born Author had books published in 1995, 1999, & 2005 detailing their studies and activism with what Tang's animal mascot of the time?",Birutė Galdikas,https://en.wikipedia.org/wiki/Tang_(drink_mix),https://en.wikipedia.org/wiki/Orangutan,https://en.wikipedia.org/wiki/Birut%C4%97_Galdikas,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Tang_(drink_mix)', 'https://en.wikipedia.org/wiki/Orangutan', 'https://en.wikipedia.org/wiki/Birut%C4%97_Galdikas']"
411,This author won the Popular Fiction Book of the Year award in 2009 at the Irish Book Awards. What is their astrological sign?,Virgo,https://en.wikipedia.org/wiki/Irish_Book_Awards,https://en.wikipedia.org/wiki/Marian_Keyes,https://en.wikipedia.org/wiki/Astrological_sign,,,,,,,,,Tabular reasoning | Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Irish_Book_Awards', 'https://en.wikipedia.org/wiki/Marian_Keyes', 'https://en.wikipedia.org/wiki/Astrological_sign']"
412,What is the name of the 2nd track on the album by Corinne Bailey Rae that came out 10 years before her album The Heart Speaks in Whispers?,Enchantment,https://en.wikipedia.org/wiki/Corinne_Bailey_Rae_discography,https://en.wikipedia.org/wiki/Corinne_Bailey_Rae_(album),,,,,,,,,,Multiple constraints | Temporal reasoning,"['https://en.wikipedia.org/wiki/Corinne_Bailey_Rae_discography', 'https://en.wikipedia.org/wiki/Corinne_Bailey_Rae_(album)']"
413,Which of the following albums came out on a date closest to the date that Nancy Kerrigan was assaulted? What about which album was closest to the date of Harding's plea deal? Awake by Dream Theater Inside Out by Fates Warning Promised Land by Queensryche Dreamspace by Stratovarius,Dreamspace' by Stratovarius.,https://en.wikipedia.org/wiki/Assault_of_Nancy_Kerrigan,https://en.wikipedia.org/wiki/Awake_(Dream_Theater_album),https://en.wikipedia.org/wiki/Inside_Out_(Fates_Warning_album),https://en.wikipedia.org/wiki/Promised_Land_(Queensrÿche_album),https://en.wikipedia.org/wiki/Dreamspace,,,,,,,Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Assault_of_Nancy_Kerrigan', 'https://en.wikipedia.org/wiki/Awake_(Dream_Theater_album)', 'https://en.wikipedia.org/wiki/Inside_Out_(Fates_Warning_album)', 'https://en.wikipedia.org/wiki/Promised_Land_(Queensrÿche_album)', 'https://en.wikipedia.org/wiki/Dreamspace']"
414,Which U.S. National Park was the first to be established after the Portland Trail Blazers won their only playoff series with LaMarcus Aldridge on the team?,Gateway Arch National Park,https://en.wikipedia.org/wiki/LaMarcus_Aldridge#2013%E2%80%9314_season,https://en.wikipedia.org/wiki/2013%E2%80%9314_Portland_Trail_Blazers_season#Playoffs,https://en.wikipedia.org/wiki/List_of_national_parks_of_the_United_States,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/LaMarcus_Aldridge#2013%E2%80%9314_season', 'https://en.wikipedia.org/wiki/2013%E2%80%9314_Portland_Trail_Blazers_season#Playoffs', 'https://en.wikipedia.org/wiki/List_of_national_parks_of_the_United_States']"
415,"As of August 3rd, 2024, which Moose Jaw Warrior with a retired number was born on May 29, 1967?",Mike Keane,https://en.wikipedia.org/wiki/Moose_Jaw_Warriors,https://en.wikipedia.org/wiki/Mike_Keane,https://en.wikipedia.org/wiki/Theoren_Fleury,https://en.wikipedia.org/wiki/Kelly_Buchberger,https://en.wikipedia.org/wiki/Ryan_Smyth,,,,,,,Post processing | Temporal reasoning,"['https://en.wikipedia.org/wiki/Moose_Jaw_Warriors', 'https://en.wikipedia.org/wiki/Mike_Keane', 'https://en.wikipedia.org/wiki/Theoren_Fleury', 'https://en.wikipedia.org/wiki/Kelly_Buchberger', 'https://en.wikipedia.org/wiki/Ryan_Smyth']"
416,"As of July 2024, which protagonist of a 'shonen jump' series shares a name with a station on a West Japan Railway Company regional line?",Light Yagami,https://en.wikipedia.org/wiki/West_Japan_Railway_Company,https://en.wikipedia.org/wiki/Geibi_Line,https://en.wikipedia.org/wiki/Weekly_Sh%C5%8Dnen_Jump,https://en.wikipedia.org/wiki/Death_Note,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/West_Japan_Railway_Company', 'https://en.wikipedia.org/wiki/Geibi_Line', 'https://en.wikipedia.org/wiki/Weekly_Sh%C5%8Dnen_Jump', 'https://en.wikipedia.org/wiki/Death_Note']"
417,"What's the fifth song on the fifth album of the pop singer who was parodied in the fifth song on ""Weird Al"" Yankovic's fifth album?",Keep Walking,https://en.wikipedia.org/wiki/%22Weird_Al%22_Yankovic,https://en.wikipedia.org/wiki/Even_Worse,https://en.wikipedia.org/wiki/Tiffany_Darwish,https://en.wikipedia.org/wiki/The_Color_of_Silence,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/%22Weird_Al%22_Yankovic', 'https://en.wikipedia.org/wiki/Even_Worse', 'https://en.wikipedia.org/wiki/Tiffany_Darwish', 'https://en.wikipedia.org/wiki/The_Color_of_Silence']"
418,I'm thinking of a painting. It was done by the same man who painted The Anti-Slavery Society Convention in the 1840's. The painting is about an election. Can you tell me the name of it?,Mock Election,https://en.wikipedia.org/wiki/World_Anti-Slavery_Convention,https://en.wikipedia.org/wiki/Benjamin_Haydon,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/World_Anti-Slavery_Convention', 'https://en.wikipedia.org/wiki/Benjamin_Haydon']"
419,In what year was the former South Korean prime minister who is from the same clan as the oldest member of the band BTS born?,1948,https://en.wikipedia.org/wiki/BTS,https://en.wikipedia.org/wiki/Jin_(singer),https://en.wikipedia.org/wiki/Gwangsan_Kim_clan,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/BTS', 'https://en.wikipedia.org/wiki/Jin_(singer)', 'https://en.wikipedia.org/wiki/Gwangsan_Kim_clan']"
420,What is the birth year of the American President who once pet the cat who was buried at the Hagia Sofia in 2020?,1961,https://en.wikipedia.org/wiki/Hagia_Sophia,https://en.wikipedia.org/wiki/Gli,https://en.wikipedia.org/wiki/Barack_Obama,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/Hagia_Sophia', 'https://en.wikipedia.org/wiki/Gli', 'https://en.wikipedia.org/wiki/Barack_Obama']"
421,"There was a popular movie that came out in 2016 starring Emma Stone and Ryan Gosling, tell me where the director of this movie was born.","Providence, Rhode Island",https://en.wikipedia.org/wiki/La_La_Land,https://en.wikipedia.org/wiki/Damien_Chazelle,https://en.wikipedia.org/wiki/Ryan_Gosling,https://en.wikipedia.org/wiki/Emma_Stone,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/La_La_Land', 'https://en.wikipedia.org/wiki/Damien_Chazelle', 'https://en.wikipedia.org/wiki/Ryan_Gosling', 'https://en.wikipedia.org/wiki/Emma_Stone']"
422,By what amount was the budget of Peter Jackson's King Kong higher than the budget of John Guillermin's version of King Kong?,$183 million,https://en.wikipedia.org/wiki/King_Kong_(franchise),https://en.wikipedia.org/wiki/King_Kong_(2005_film),https://en.wikipedia.org/wiki/King_Kong_(1976_film),,,,,,,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/King_Kong_(franchise)', 'https://en.wikipedia.org/wiki/King_Kong_(2005_film)', 'https://en.wikipedia.org/wiki/King_Kong_(1976_film)']"
423,"What was the age difference at their deaths (in years) between Edgar Allan Poe and his rival, Rufus Wilmot Griswold, multiplied by 100?",200,https://en.wikipedia.org/wiki/Rufus_Wilmot_Griswold,https://en.wikipedia.org/wiki/Edgar_Allan_Poe,,,,,,,,,,Numerical reasoning | Post processing,"['https://en.wikipedia.org/wiki/Rufus_Wilmot_Griswold', 'https://en.wikipedia.org/wiki/Edgar_Allan_Poe']"
424,How old was the vice president to the fifth US president when he died?,50,https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States,https://en.wikipedia.org/wiki/Daniel_D._Tompkins,,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_presidents_of_the_United_States', 'https://en.wikipedia.org/wiki/Daniel_D._Tompkins']"
425,Who was the manager for the MLB World Series winning team the year that another team broke the record for the longest consecutive winning streak in a regular season? Base your answer on the following:  -- The team who broke the record did so in the 2010s,A. J. Hinch,https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_longest_winning_streaks,https://en.wikipedia.org/wiki/2017_Cleveland_Indians_season,https://en.wikipedia.org/wiki/2017_World_Series,https://en.wikipedia.org/wiki/A._J._Hinch,,,,,,,,Tabular reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_Major_League_Baseball_longest_winning_streaks', 'https://en.wikipedia.org/wiki/2017_Cleveland_Indians_season', 'https://en.wikipedia.org/wiki/2017_World_Series', 'https://en.wikipedia.org/wiki/A._J._Hinch']"
426,What award was won in 2003 by the Swiss architecture firm that designed Roche Tower?,The Stirling Prize.,https://en.wikipedia.org/wiki/Roche_Tower,https://en.wikipedia.org/wiki/Herzog_%26_de_Meuron,,,,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Roche_Tower', 'https://en.wikipedia.org/wiki/Herzog_%26_de_Meuron']"
427,How many New Zealanders have won Australian Idol during seasons 1 to 8?,1,https://en.wikipedia.org/wiki/Australian_Idol,https://en.wikipedia.org/wiki/Guy_Sebastian,https://en.wikipedia.org/wiki/Casey_Donovan_(singer),https://en.wikipedia.org/wiki/Kate_DeAraugo,https://en.wikipedia.org/wiki/Damien_Leith,https://en.wikipedia.org/wiki/Natalie_Gauci,https://en.wikipedia.org/wiki/Wes_Carr,https://en.wikipedia.org/wiki/Stan_Walker,https://en.wikipedia.org/wiki/Royston_Sagigi-Baira,,,Numerical reasoning | Multiple constraints,"['https://en.wikipedia.org/wiki/Australian_Idol', 'https://en.wikipedia.org/wiki/Guy_Sebastian', 'https://en.wikipedia.org/wiki/Casey_Donovan_(singer)', 'https://en.wikipedia.org/wiki/Kate_DeAraugo', 'https://en.wikipedia.org/wiki/Damien_Leith', 'https://en.wikipedia.org/wiki/Natalie_Gauci', 'https://en.wikipedia.org/wiki/Wes_Carr', 'https://en.wikipedia.org/wiki/Stan_Walker', 'https://en.wikipedia.org/wiki/Royston_Sagigi-Baira']"
428,Who was the mayor of France's 25th President's hometown when they were first elected President?,Brigitte Fouré,https://en.wikipedia.org/wiki/List_of_presidents_of_France#Presidents_2,https://en.wikipedia.org/wiki/Emmanuel_Macron,https://en.wikipedia.org/wiki/Amiens,,,,,,,,,Multiple constraints,"['https://en.wikipedia.org/wiki/List_of_presidents_of_France#Presidents_2', 'https://en.wikipedia.org/wiki/Emmanuel_Macron', 'https://en.wikipedia.org/wiki/Amiens']"
429,"Of the Jason Statham movies that came out the year Dennis Hopper died, which could he have lived to see the premiere of?",13,https://en.wikipedia.org/wiki/Dennis_Hopper,https://en.wikipedia.org/wiki/Jason_Statham,https://en.wikipedia.org/wiki/13_(2010_film),https://en.wikipedia.org/wiki/The_Expendables_(2010_film),,,,,,,,Temporal reasoning,"['https://en.wikipedia.org/wiki/Dennis_Hopper', 'https://en.wikipedia.org/wiki/Jason_Statham', 'https://en.wikipedia.org/wiki/13_(2010_film)', 'https://en.wikipedia.org/wiki/The_Expendables_(2010_film)']"
